question_id,question,options,answer,answer_index,cot_content,category,src
11921,"(i) A certain 230-volt motor has an armature-circuit resistance of 0.3 ohm and runs at a speed of 1200 rpm, with normal excitation and 50-amp armature current. (a) If the load is increased until the armature current has risen to 60 amp, what will be the new value of speed ? (b) If the load is reduced until the armature current has dropped to 25 amp, what will the speed become ? (ii) (a) If an attempt is made to start the motor of part (i) without auxiliary resistance, what will be the value of the current at the instant of closing the switch ? (b) What series resistance should be inserted in order that the armature current at the moment of starting may be limited to 1.5 times the normal value of 50 amp ?
Options:
 A. S_2 = 1200 rpm, S_3 = 1200 rpm, I_a = 766 amp, R_s = 3 ohms
B. S_2 = 1100 rpm, S_3 = 1320 rpm, I_a = 765 amp, R_s = 2.8 ohms
C. S_2 = 1210 rpm, S_3 = 1180 rpm, I_a = 800 amp, R_s = 3.2 ohms
D. S_2 = 1250 rpm, S_3 = 1150 rpm, I_a = 770 amp, R_s = 3.5 ohms
E. S_2 = 1150 rpm, S_3 = 1275 rpm, I_a = 750 amp, R_s = 2.2 ohms
F. S_2 = 1230 rpm, S_3 = 1165 rpm, I_a = 755 amp, R_s = 3.1 ohms
G. S_2 = 1175 rpm, S_3 = 1225 rpm, I_a = 780 amp, R_s = 2.9 ohms
H. S_2 = 1130 rpm, S_3 = 1300 rpm, I_a = 760 amp, R_s = 2.5 ohms
I. S_2 = 1183 rpm, S_3 = 1242 rpm, I_a = 766 (2/3) amp, R_s = 2.77 ohms
J. S_2 = 1190 rpm, S_3 = 1210 rpm, I_a = 765 amp, R_s = 2.6 ohms","['S_2 = 1200 rpm, S_3 = 1200 rpm, I_a = 766 amp, R_s = 3 ohms'
 'S_2 = 1100 rpm, S_3 = 1320 rpm, I_a = 765 amp, R_s = 2.8 ohms'
 'S_2 = 1210 rpm, S_3 = 1180 rpm, I_a = 800 amp, R_s = 3.2 ohms'
 'S_2 = 1250 rpm, S_3 = 1150 rpm, I_a = 770 amp, R_s = 3.5 ohms'
 'S_2 = 1150 rpm, S_3 = 1275 rpm, I_a = 750 amp, R_s = 2.2 ohms'
 'S_2 = 1230 rpm, S_3 = 1165 rpm, I_a = 755 amp, R_s = 3.1 ohms'
 'S_2 = 1175 rpm, S_3 = 1225 rpm, I_a = 780 amp, R_s = 2.9 ohms'
 'S_2 = 1130 rpm, S_3 = 1300 rpm, I_a = 760 amp, R_s = 2.5 ohms'
 'S_2 = 1183 rpm, S_3 = 1242 rpm, I_a = 766 (2/3) amp, R_s = 2.77 ohms'
 'S_2 = 1190 rpm, S_3 = 1210 rpm, I_a = 765 amp, R_s = 2.6 ohms']",I,8,,engineering,stemez-ElectricalMachines
516,"A Speedway Racing Set is list-priced at $84. It is later discounted at 20% and 10%. What is the net price?
Options:
 A. $75.24
B. $60.48
C. $68.12
D. $76.80
E. $70.56
F. $58.32
G. $67.20
H. $62.64
I. $73.60
J. $64.68","['$75.24' '$60.48' '$68.12' '$76.80' '$70.56' '$58.32' '$67.20' '$62.64'
 '$73.60' '$64.68']",B,1,,business,stemez-Business
9242,"Using the refractive indices listed below consider a plano-convex lens made of flint glass and having a radius of curvature of + 20 cm. Find the focal lengths of the lens for blue and red light. Fraunhofer line Color Wavelength (nm) Refractive Crown Index Flint F Blue 486.1 1.52225 1.71748 D Yellow 589.6 1.51666 1.70100 C Red 656.3 1.51418 1.69427
Options:
 A. 27.9 cm and 28.8 cm
B. 24.0 cm and 25.0 cm
C. 26.5 cm and 27.6 cm
D. 26.2 cm and 27.1 cm
E. 25.8 cm and 26.9 cm
F. 32.0 cm and 33.1 cm
G. 30.1 cm and 31.2 cm
H. 28.5 cm and 29.4 cm
I. 23.3 cm and 24.4 cm
J. 29.2 cm and 30.3 cm","['27.9 cm and 28.8 cm' '24.0 cm and 25.0 cm' '26.5 cm and 27.6 cm'
 '26.2 cm and 27.1 cm' '25.8 cm and 26.9 cm' '32.0 cm and 33.1 cm'
 '30.1 cm and 31.2 cm' '28.5 cm and 29.4 cm' '23.3 cm and 24.4 cm'
 '29.2 cm and 30.3 cm']",A,0,,physics,stemez-Optics
8299,"What is $\lim _{r \rightarrow \infty} (\int_0^{\pi/2} x^r sin(x) dx)/(r\int_0^{\pi/2} x^r cos(x) dx)$?
Options:
 A. 0.54321
B. 0.22222
C. 0.77777
D. 0.87654
E. 0.33333
F. 0.99999
G. 0.63662
H. 1.23456
I. 0.45678
J. 0.11111","['0.54321' '0.22222' '0.77777' '0.87654' '0.33333' '0.99999' '0.63662'
 '1.23456' '0.45678' '0.11111']",G,6,,math,theoremQA-Math
5656,"Which of the following most accurately states the impact of the Civil Rights Act of 1964 on school desegregation in the South?
Options:
 A. The Civil Rights Act of 1964 mandated a quota system for racial representation in all Southern public schools.
B. The Civil Rights Act of 1964 immediately desegregated all schools in the South.
C. Because it included no enforcement provisions, the Civil Rights Act of 1964 had no appreciable effect on school desegregation.
D. The Civil Rights Act of 1964 made it illegal to segregate schools but did not provide any means for enforcement.
E. The Civil Rights Act of 1964 only impacted desegregation in universities, not in primary and secondary schools.
F. By overturning the ""separate but equal"" principle, the Civil Rights Act of 1964 ended segregation in public schools.
G. The Civil Rights Act of 1964 increased segregation in schools due to backlash against the legislation.
H. The Civil Rights Act of 1964 sent federal troops to every segregated public school in the South to force school desegregation.
I. The Civil Rights Act of 1964 hastened school desegregation by cutting off federal funds to discriminatory school systems.
J. The Civil Rights Act of 1964 had no direct impact on school desegregation, but provided a basis for future legislation.","['The Civil Rights Act of 1964 mandated a quota system for racial representation in all Southern public schools.'
 'The Civil Rights Act of 1964 immediately desegregated all schools in the South.'
 'Because it included no enforcement provisions, the Civil Rights Act of 1964 had no appreciable effect on school desegregation.'
 'The Civil Rights Act of 1964 made it illegal to segregate schools but did not provide any means for enforcement.'
 'The Civil Rights Act of 1964 only impacted desegregation in universities, not in primary and secondary schools.'
 'By overturning the ""separate but equal"" principle, the Civil Rights Act of 1964 ended segregation in public schools.'
 'The Civil Rights Act of 1964 increased segregation in schools due to backlash against the legislation.'
 'The Civil Rights Act of 1964 sent federal troops to every segregated public school in the South to force school desegregation.'
 'The Civil Rights Act of 1964 hastened school desegregation by cutting off federal funds to discriminatory school systems.'
 'The Civil Rights Act of 1964 had no direct impact on school desegregation, but provided a basis for future legislation.']",I,8,,other,ori_mmlu-high_school_government_and_politics
5601,"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?
Options:
 A. 53%
B. 70%
C. 14%
D. 38%
E. 23%
F. 80%
G. 45%
H. 68%
I. 90%
J. 97%",['53%' '70%' '14%' '38%' '23%' '80%' '45%' '68%' '90%' '97%'],H,7,,other,ori_mmlu-global_facts
8142,"A group of friends go out to lunch. d people buy salad and p people buy soup. Each salad costs $3.99 and each soup costs $2.99. Write an expression for the total costs of the soup and salads.
Options:
 A. (3.99 + 2.99)p
B. (3.99p + 2.99)d
C. 2.99(d + p)
D. 3.99d + 2.99p
E. 2.99p + 3.99d
F. (3.99p + 2.99p)
G. 3.99p + 2.99d
H. (2.99 + 3.99)(p + d)
I. 3.99(d + p)
J. 2.99d + 3.99p","['(3.99 + 2.99)p' '(3.99p + 2.99)d' '2.99(d + p)' '3.99d + 2.99p'
 '2.99p + 3.99d' '(3.99p + 2.99p)' '3.99p + 2.99d' '(2.99 + 3.99)(p + d)'
 '3.99(d + p)' '2.99d + 3.99p']",D,3,,math,ori_mmlu-elementary_mathematics
1474,"The attorney for a plaintiff in an action filed in federal district court served the defendant with the summons, the complaint, and 25 interrogatories asking questions about the defendant's contentions in the case. The interrogatories stated that they were to be answered within 30 days after service. The defendant is likely to succeed in obtaining a protective order on which of the following grounds?
Options:
 A. The interrogatories were not accompanied by a summons and complaint.
B. The defendant is not required to respond to interrogatories during a federal district court action.
C. Interrogatories may not be served until an answer to the complaint is filed.
D. The interrogatories exceed the number permitted without permission from the court or an agreement between the parties.
E. The defendant is not required to respond to the interrogatories within 30 days.
F. The interrogatories contain questions that are excessively burdensome or expensive to answer.
G. The interrogatories were not properly served to the defendant.
H. The interrogatories contain questions that are irrelevant to the case.
I. Interrogatories may not be served until the parties have conferred to arrange for initial disclosures and prepare a discovery plan.
J. Interrogatories are only proper to discover facts, not contentions.","['The interrogatories were not accompanied by a summons and complaint.'
 'The defendant is not required to respond to interrogatories during a federal district court action.'
 'Interrogatories may not be served until an answer to the complaint is filed.'
 'The interrogatories exceed the number permitted without permission from the court or an agreement between the parties.'
 'The defendant is not required to respond to the interrogatories within 30 days.'
 'The interrogatories contain questions that are excessively burdensome or expensive to answer.'
 'The interrogatories were not properly served to the defendant.'
 'The interrogatories contain questions that are irrelevant to the case.'
 'Interrogatories may not be served until the parties have conferred to arrange for initial disclosures and prepare a discovery plan.'
 'Interrogatories are only proper to discover facts, not contentions.']",I,8,,law,ori_mmlu-professional_law
11863,"A penny is to be tossed 3 times. What is the probability there will be 2 heads and 1 tail?
Options:
 A. 3/4
B. 1/4
C. 1/3
D. 1/8
E. 1/16
F. 1/2
G. 7/8
H. 3/8
I. 2/3
J. 5/8",['3/4' '1/4' '1/3' '1/8' '1/16' '1/2' '7/8' '3/8' '2/3' '5/8'],H,7,,engineering,stemez-ElectronicCommunications
7193,"Which institutions and/or persons gain from anticipated inflation and why?
Options:
 A. Bankowners and the United States Treasury gain from anticipated inflation
B. Wage earners gain from anticipated inflation due to rising wages
C. Creditors gain from anticipated inflation
D. Foreign investors gain from anticipated inflation
E. The general public gains from anticipated inflation
F. Savers gain from anticipated inflation as the value of their savings increases
G. Importers gain from anticipated inflation by getting cheaper foreign goods
H. Exporters gain from anticipated inflation due to increased competitiveness abroad
I. Consumers gain from anticipated inflation through increased purchasing power","['Bankowners and the United States Treasury gain from anticipated inflation'
 'Wage earners gain from anticipated inflation due to rising wages'
 'Creditors gain from anticipated inflation'
 'Foreign investors gain from anticipated inflation'
 'The general public gains from anticipated inflation'
 'Savers gain from anticipated inflation as the value of their savings increases'
 'Importers gain from anticipated inflation by getting cheaper foreign goods'
 'Exporters gain from anticipated inflation due to increased competitiveness abroad'
 'Consumers gain from anticipated inflation through increased purchasing power']",A,0,,economics,stemez-Economics
11602,"2,300-volt 60-cycle power transformer. r_1 = 1.28 ohmsr_2 = 0.0467 ohm x_1= 4.24 ohmsx_2 = 0.162 ohm When this transformer is operated at no load, with 2,300 volts at 60 cycles impressed on its low-voltage winding, the current and power are I_n = 3.57 amp and P_n= 2,140 watts. When the high-voltage winding is short-circuitedand 48.4 volts at 60 cycles are impressed on thelow- voltage winding, the input current and power are I_SC = 132.6 amp and P_SC = 1,934 watts. The d-c resistances r_1and r_2 were measured at a temperature of 25°C and the temperatureduring the short-circuit test was also 25°C. Calculate the efficiency for a fullkva, 0.8 power-factor load.
Options:
 A. 97.8 per cent
B. 99.5 per cent
C. 96.7 per cent
D. 95.0 per cent
E. 95.5 per cent
F. 99.1 per cent
G. 94.8 per cent
H. 97.3 per cent
I. 93.2 per cent
J. 98.2 per cent","['97.8 per cent' '99.5 per cent' '96.7 per cent' '95.0 per cent'
 '95.5 per cent' '99.1 per cent' '94.8 per cent' '97.3 per cent'
 '93.2 per cent' '98.2 per cent']",J,9,,engineering,stemez-ElectricalMachines
9575,"A circular platform weighs 500 lb and has a diameter of 12 ft. It initially rotates at 30 rpm on a vertical shaft. A 150 lb man originally sitting on the edge at rest, relative to the disk, starts running along the edge with a constant speed of 12 ft/sec relative to the disk in the same direc-tion that the disk is moving. What will be the final angu-lar speed of the disk?
Options:
 A. 2.75 rad/sec
B. 2.39 rad/sec
C. 1.50 rad/sec
D. 2.58 rad/sec
E. 3.14 rad/sec
F. 3.67 rad/sec
G. 3.00 rad/sec
H. 4.20 rad/sec
I. 1.89 rad/sec
J. 2.10 rad/sec","['2.75 rad/sec' '2.39 rad/sec' '1.50 rad/sec' '2.58 rad/sec'
 '3.14 rad/sec' '3.67 rad/sec' '3.00 rad/sec' '4.20 rad/sec'
 '1.89 rad/sec' '2.10 rad/sec']",B,1,,physics,stemez-Mechanics
7471,"What is the relationship between Net National Product and Gross National Product?
Options:
 A. GNP and NNP are always equal
B. NNP = GNP + (Depreciation * 2)
C. GNP = NNP + Depreciation
D. NNP = GNP - Depreciation
E. NNP and GNP are unrelated financial indicators
F. NNP = GNP + Depreciation
G. GNP = NNP - (Depreciation / 2)
H. NNP = GNP / Depreciation
I. GNP = NNP - Depreciation
J. GNP = NNP * Depreciation","['GNP and NNP are always equal' 'NNP = GNP + (Depreciation * 2)'
 'GNP = NNP + Depreciation' 'NNP = GNP - Depreciation'
 'NNP and GNP are unrelated financial indicators'
 'NNP = GNP + Depreciation' 'GNP = NNP - (Depreciation / 2)'
 'NNP = GNP / Depreciation' 'GNP = NNP - Depreciation'
 'GNP = NNP * Depreciation']",C,2,,economics,stemez-Economics
8680,"The weight of an object on the moon, m, is about q of the object’s weight on Earth, e. Which equation represents the approximate weight of an object on the moon in terms of the object's weight on Earth?
Options:
 A. m = e - 1/6
B. m = 6+e
C. m = 1/6e
D. m = 6e
E. m = 1/6 + e
F. m = e + 6
G. m = e - 6
H. m = e/6
I. m = 6 - e","['m = e - 1/6' 'm = 6+e' 'm = 1/6e' 'm = 6e' 'm = 1/6 + e' 'm = e + 6'
 'm = e - 6' 'm = e/6' 'm = 6 - e']",C,2,,math,ori_mmlu-elementary_mathematics
