task,decision_prompt,answer_type,answer
"The chicken ovalbumin gene has 7,700 nucleotide pairs. After transcription and processing, introns are removed from the precursor molecule to form a mature mRNA of 1,872 residues, which includes a coding sequence of 1164 nucleotides (including a stop codon) for ovalbumin.

Calculate: (1) How many molecules of ATP are consumed to process the precursor mRNA into a mature ovalbumin mRNA (assuming there is also a 3' tail consisting of 200 adenosine residues)? 
(2) Starting from free amino acids, how many molecules of ATP are required to translate this mRNA once?
Options:
A. 15700, 1540
B. 15900, 1550
C. All other answers are incorrect
D. 15800, 1548
E. 15850, 1552
F. 15750, 1544","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"Given that alanine has $\mathrm{pK}_1=2.43 (\alpha-\mathrm{COOH})$, $\mathrm{pK}_2=9.69 (\alpha-\mathrm{NH}_2)$; glutamic acid has $\mathrm{pK}_1=2.19 (\alpha-\mathrm{COOH})$, $\mathrm{pK}_2=9.67 (\alpha-\mathrm{NH}_2)$, $\mathrm{pK}_{\mathrm{R}}=4.25$ (R group); lysine has $\mathrm{pK}_1=2.18 (\alpha-\mathrm{COOH})$, $\mathrm{pK}_2=8.95 (\alpha-\mathrm{NH}_2)$, $\mathrm{pK}_{\mathrm{R}}=10.53$ (R group). Calculate the isoelectric points of the three amino acids above, respectively.
Options:
A. 6.02, 3.25, 9.80
B. 6.20, 3.20, 9.78
C. 6.08, 3.30, 9.80
D. All other answers are incorrect
E. 6.06, 3.22, 9.74
F. 6.12, 3.24, 9.68","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,E
"There is a DNA double helix molecule with a relative molecular mass of $3 \\times 10^7$. Find: (1) The length of the molecule. (2) The number of helical turns in the molecule. (The average relative molecular mass of a deoxynucleotide residue pair is 618.
Options:
A. 15.8μm, 4736
B. 16.5μm, 4854
C. 16.3μm, 4901
D. 14.5μm, 4600
E. 18.0μm, 5100
F. All other answers are incorrect","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
"The specification of the tubes in a certain shell-and-tube condenser is $\phi$ $25 \mathrm{~mm} \times 2.5 \mathrm{~mm}$. Organic vapor condenses outside the tubes, while cooling water flows inside the tubes. The flow rate of the cooling water is $2.5 \mathrm{~kg} / \mathrm{s}$. When the condenser is newly operated, the inlet and outlet temperatures of the cooling water are $20^{\circ} \mathrm{C}$ and $30^{\circ} \mathrm{C}$, respectively. After a period of operation, due to the formation of a fouling layer, the outlet temperature of the cooling water decreases to $26^{\circ} \mathrm{C}$, while the inlet temperature and flow rate of the cooling water remain unchanged. Given that the heat transfer area based on the external surface is $16.5 \mathrm{~m}^2$, and the condensation temperature of the organic vapor is $80^{\circ} \mathrm{C}$, calculate the thermal resistance of the fouling layer.
Options:
A. $0.00480 \mathrm{~m}^2 .{ }^{\circ} \mathrm{C} / \mathrm{W}$
B. $0.00550 \mathrm{~m}^2 .{ }^{\circ} \mathrm{C} / \mathrm{W}$
C. All other answers are incorrect
D. $0.00512 \mathrm{~m}^2 .{ }^{\circ} \mathrm{C} / \mathrm{W}$
E. $0.00495 \mathrm{~m}^2 .{ }^{\circ} \mathrm{C} / \mathrm{W}$
F. $0.00525 \mathrm{~m}^2 .{ }^{\circ} \mathrm{C} / \mathrm{W}$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"In a double-pipe heat exchanger with an inner pipe of $\phi 32 \times 3.5 \mathrm{~mm}$, cold water is used to cool milk. The milk flows through the inner pipe, while the cold water flows through the annular space. The milk flow rate is $4200 \mathrm{~kg} / \mathrm{h}$, specific heat capacity is $3.96 \mathrm{~kJ} /\left(\mathrm{kg} \cdot{ }^{\circ} \mathrm{C}\right)$, and the inlet and outlet temperatures are $80^{\circ} \mathrm{C}$ and $50^{\circ} \mathrm{C}$, respectively. The convective heat transfer coefficient is $6300 \mathrm{~W} /\left(\mathrm{m}^2 .{ }^{\circ} \mathrm{C}\right)$. The inlet and outlet temperatures of the cold water are $10^{\circ} \mathrm{C}$ and $30^{\circ} \mathrm{C}$, respectively, and the specific heat of water can be taken as 4.18kJ／（kg．$\left.{ }^{\circ} \mathrm{C}\right)$. The convective heat transfer coefficient is $5000 \mathrm{~W} /\left(\mathrm{m}^2 .{ }^{\circ} \mathrm{C}\right)$. Both fluids flow concurrently. The two fluids flow in parallel, the thermal conductivity of the tube wall is $17.5 \mathrm{~W} /\left(\mathrm{m} \cdot{ }^{\circ} \mathrm{C}\right)$, and the fouling thermal resistance can be neglected. Find: (1) The amount of cooling water used. (2) The length of the shell-and-tube.
Options:
A. 5868kg/h , 22.5m
B. All other answers are incorrect
C. 5768kg/h , 22.9m
D. 6168kg/h , 21.1m
E. 5890kg/h , 22.3m
F. 5900kg/h , 20.5m","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
"A certain industrial furnace produces flue gas at a rate of $20 \times 10^4 \mathrm{~m}^3$ per hour, which is discharged into the atmosphere through a chimney. The inner diameter of the chimney is 3.5 m, and the average outlet temperature of the flue gas is $260^{\circ} \mathrm{C}$. Its density is $0.6 \mathrm{~kg}/\mathrm{m}^3$, and its viscosity is $0.028 \times 10^{-3} \mathrm{~Pa} \cdot \mathrm{s}$. To maintain the draft of the chimney, a vacuum of 200 Pa is required at the base of the chimney. Calculate the height of the chimney in meters. It is known that within the height of the chimney, the average air density is $1.10 \mathrm{~kg}/\mathrm{m}^3$ and the atmospheric pressure is 1 atm. Assume the friction coefficient for the flue gas passing through the chimney is $1.455/\mathrm{Re}^{0.25}$.
Options:
A. 40.8m
B. 45.5m
C. All other answers are incorrect
D. 41.6m
E. 46.2m
F. 42.7m","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,C
"Crude oil flows in a circular straight pipe. Given that the density of crude oil is $800 \mathrm{~kg} / \mathrm{m}^3$, the kinematic viscosity is $50 \mathrm{~mm}^2 / \mathrm{s}$, the flow velocity is $0.9 \mathrm{~m} / \mathrm{s}$, the pipe length is 1000 m, and the inner diameter of the pipe is 100 mm. If both the flow rate and the inner diameter of the pipe are doubled, by what factor will the pipeline resistance change compared to the original value?
Options:
A. 0.15
B. All other answers are incorrect
C. 0.09
D. 0.14
E. 0.125
F. 0.11","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,E
"A parallel water pipeline consists of two smooth pipe branches, and the fluid in both pipes is in turbulent flow. Given that the total water flow rate is $70 \mathrm{~m}^3 / \mathrm{h}$, calculate the flow rates in the two branches. The inner diameters of the two branches are $d_1=100 \\mathrm{~mm}, d_2=50 \\mathrm{~mm}$, and the lengths of the pipelines are $l_1=700 \\mathrm{~mm}, l_2=350 \\mathrm{~mm}$ (including the equivalent length of fittings). Assume the friction coefficient for water passing through the pipeline is $\\lambda=0.3164 / \\operatorname{Re}^{0.25}$.
Options:
A. $56m^3/h$, $14m^3/h$
B. $58m^3/h$, $12m^3/h$
C. All other answers are incorrect
D. $59m^3/h$, $11m^3/h$
E. $60m^3/h$, $10m^3/h$
F. $57m^3/h$, $13m^3/h$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"A factory uses a plate and frame filter press with specifications of $635 \mathrm{~mm} \times 635 \mathrm{~mm} \times 25 \mathrm{~mm}$ (with a total of 25 frames) to perform constant pressure filtration of a certain suspension. After 52 minutes of filtration, the filter cake is washed with clean water. The temperature and pressure of the washing water are the same as during filtration, and its volume is $8\%$ of the filtrate volume. It is also known that the auxiliary time for discharging the residue, cleaning, and reassembling is 30 minutes. Given that the filtration constant is $K=1.7 \times 10^{-4} \mathrm{~m}^2 / \mathrm{s}$, find the production capacity of this machine in terms of filtrate volume $\left(\mathrm{m}^3 / \mathrm{h}\right)$, neglecting the resistance of the filter medium.
Options:
A. 7.58$\left(\mathrm{m}^3 / \mathrm{h}\right)$
B. 7.70$\left(\mathrm{m}^3 / \mathrm{h}\right)$
C. 7.84$\left(\mathrm{m}^3 / \mathrm{h}\right)$
D. 7.50$\left(\mathrm{m}^3 / \mathrm{h}\right)$
E. 7.90$\left(\mathrm{m}^3 / \mathrm{h}\right)$
F. All other answers are incorrect","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"A constant-pressure filtration experiment is conducted on a suspension under a certain pressure difference. After filtering for 5 minutes, the thickness of the filter cake is measured to be 3 cm, and after another 5 minutes of filtration, the thickness is measured to be 5 cm. Now, a plate-and-frame filter press with a frame thickness of 30 cm is used to filter the suspension under the same conditions as the experiment. Determine the filtration time for one operating cycle.
Options:
A. 180min
B. 190min
C. 185min
D. 200min
E. 170min
F. All other answers are incorrect","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,C
"A filter press is currently used to filter a suspension of water containing titanium dioxide ($\\mathrm{TiO}_2$), with a filtration pressure of $3 \\times 10^5 \\mathrm{~Pa}$ (gauge pressure). The dimensions of the filter frame are $810 \\mathrm{~mm} \\times 810 \\mathrm{~mm} \\times 45 \\mathrm{~mm}$, with a total of 40 frames. The filtration constant has been measured as $K=5 \\times 10^{-5} \\mathrm{~m}^2 / \\mathrm{s}$, and $\\mathrm{q}_{\\mathrm{e}}=0.01 \\mathrm{~m}^3 / \\mathrm{m}^2$. The ratio of the filter cake volume to the filtrate volume is $v=0.08 \\mathrm{~m}^3 / \\mathrm{m}^3$. After the filter frames are filled, the filter cake is washed with clean water at the same pressure. The volume of washing water is $1/10$ of the filtrate volume, and the viscosities of water and the titanium dioxide suspension can be considered approximately equal. Calculate the maximum production capacity of this filter press and the filter cake thickness at maximum production capacity.
Options:
A. $10.50 \mathrm{~m}^3 / \mathrm{h}$， 21.1mm
B. $12.00 \mathrm{~m}^3 / \mathrm{h}$， 20.5mm
C. $9.80 \mathrm{~m}^3 / \mathrm{h}$， 21.3mm
D. $9.90 \mathrm{~m}^3 / \mathrm{h}$， 20.4mm
E. $10.70 \mathrm{~m}^3 / \mathrm{h}$， 19.9mm
F. All other answers are incorrect","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"A container holds oil with a density of  $\rho=890 \mathrm{~kg} / \mathrm{m}^3$
  and a viscosity of $\mu=0.32 \mathrm{~Pa} \cdot \mathrm{~s}$. The depth of the oil is  $L=80 \mathrm{~cm}$. Quartz spheres with a density of $\rho_p=2650 \mathrm{~kg} / \mathrm{m}^3$ and a diameter of $d_p=5 \mathrm{~mm}$ are dropped into the container at intervals of 3 seconds. If the oil is stationary, determine the maximum number of quartz spheres that can simultaneously be sinking in the container.
Options:
A. All other answers are incorrect
B. 5
C. 6
D. 2
E. 7
F. 4","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"In a certain shell-and-tube heat exchanger, saturated steam at $133^{\circ} \mathrm{C}$ is used to preheat water from $20^{\circ} \mathrm{C}$ to $80^{\circ} \mathrm{C}$. Water flows through the tubes at a velocity of $0.6 \mathrm{~m}/\mathrm{s}$, with tube dimensions of $\phi 25 \mathrm{~mm} \times 2.5 \mathrm{~mm}$. Assuming the convective heat transfer coefficient of the condensing steam is $10000 \mathrm{~W}/\left(\mathrm{m}^2{ }^{\circ} \mathrm{C}\right)$, the fouling thermal resistance on the water side is $6 \times 10^{-4}\left(\mathrm{~m}^2 \cdot { }^{\circ} \mathrm{C}\right)/\mathrm{W}$, and the fouling resistance on the steam side and the thermal resistance of the tube wall can be neglected. Find: the heat transfer coefficient based on the outer surface area of the tube.
Options:
A. $825 \mathrm{~W} / \left(\mathrm{m}^2 \cdot{ }^{\circ} \mathrm{C}\right)$
B. $850 \mathrm{~W} / \left(\mathrm{m}^2 \cdot{ }^{\circ} \mathrm{C}\right)$
C. $845 \mathrm{~W} / \left(\mathrm{m}^2 \cdot{ }^{\circ} \mathrm{C}\right)$
D. $837 \mathrm{~W} / \quad\left(\mathrm{m}^2 \cdot{ }^{\circ} \mathrm{C}\right)$
E. All other answers are incorrect
F. $840 \mathrm{~W} / \left(\mathrm{m}^2 \cdot{ }^{\circ} \mathrm{C}\right)$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"Saturated steam at an absolute pressure of 143 kPa is introduced into a coil heater. An organic liquid boils outside the coil. It is known that the evaporation rate per square meter of heating surface is $0.1 \mathrm{~kg} / \mathrm{s}$, the condensation heat transfer coefficient is $\alpha_1=10000 \mathrm{~W} /\left(\mathrm{m}^2 .{ }^{\circ} \mathrm{C}\right)$, the fouling thermal resistance on the outer side of the coil is $R_s=5 \times 10^{-4}\left(\mathrm{~m}^2 .{ }^{\circ} \mathrm{C}\right) / \mathrm{W}$. The fouling resistance on the steam side and the thermal resistance of the tube wall can be neglected. The boiling point of the organic liquid is $\mathrm{t}_{\mathrm{s}}=55^{\circ} \mathrm{C}$, and the latent heat of vaporization is $800 \mathrm{~kJ} / \mathrm{kg}$. Determine: (1) The temperature of the boiling surface. (2) The steam pressure required to double the evaporation rate.
Options:
A. $59^{\circ} \mathrm{C}$, 620kPa
B. $61^{\circ} \mathrm{C}$, 600kPa
C. $63^{\circ} \mathrm{C}$, 615kPa
D. $60^{\circ} \mathrm{C}$, 625kPa
E. $62^{\circ} \mathrm{C}$, 618kPa
F. All other answers are incorrect","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,E
"There is a double-pipe heat exchanger consisting of steel pipes with dimensions of $\phi 57 \mathrm{~mm} \times 3.5 \mathrm{~mm}$ and $\phi 89 \mathrm{~mm} \times 4.5 \mathrm{~mm}$. Methanol flows through the inner pipe at a flow rate of $5000 \mathrm{~kg} / \mathrm{h}$, cooling from $60^{\circ} \mathrm{C}$ to $30^{\circ} \mathrm{C}$, with a convective heat transfer coefficient of $\alpha_1=1512 \mathrm{~W} /\left(\mathrm{m}^2 .{ }^{\circ} \mathrm{C}\right)$. Cooling water flows through the annular space, with an inlet temperature of $20^{\circ} \mathrm{C}$ and an intended outlet temperature of $35^{\circ} \mathrm{C}$. Neglecting heat loss, pipe wall resistance and fouling resistance, and given that the average specific heat capacity of methanol is $2.6 \mathrm{~kJ} /\left(\mathrm{kg} \cdot{ }^{\circ} \mathrm{C}\right)$, the viscosity of water at mean temperature is $0.84 \mathrm{mPa} \cdot \mathrm{s}$, its thermal conductivity is $0.61 \mathrm{~W} /\left(\mathrm{m}^2 \cdot{ }^{\circ} \mathrm{C}\right)$, and its specific heat capacity is $4.174 \mathrm{~kJ} /\left(\mathrm{kg} \cdot{ }^{\circ} \mathrm{C}\right)$, determine: (1) The required length of the double-pipe heat exchanger. (2) If the inner pipe of the heat exchanger is changed to a steel pipe with dimensions of $\phi 48 \mathrm{~mm} \times 3 \mathrm{~mm}$, while keeping other conditions unchanged, calculate the required length of the double-pipe heat exchanger.
Options:
A. 30.5m, 40.5m
B. All other answers are incorrect
C. 33.2m, 44.3m
D. 32.8m, 43.5m
E. 35.0m, 45.9m
F. 34.1m, 42.7m","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
